station_origin,station_destination,flows,population,jobs,distance
Rectory Road,Walthamstow Central,0,953,5271,6437.588142729786
Rectory Road,White Hart Lane,9,953,641,5665.50313798629
Rectory Road,Whitechapel,0,953,17633,8040.182026756193
Redbridge,Acton Town,0,2062,2202,29690.121124164696
Redbridge,Aldgate,5,2062,7782,13957.215396951011
Redbridge,Aldgate East,23,2062,7932,12520.79461541587
Redbridge,Angel,14,2062,8103,16149.745792106154
Redbridge,Archway,2,2062,2193,21926.86946606395
Redbridge,Baker Street,7,2062,14973,19115.06750947972
Redbridge,Balham,3,2062,3814,23464.21175449909
Redbridge,Bank and Monument,111,2062,78549,14182.986548219418
Redbridge,Barbican,14,2062,9134,14482.859679266925
Redbridge,Barking,3,2062,7004,14292.617865636912
Redbridge,Barkingside,8,2062,262,4946.05530418717
Redbridge,Barons Court,2,2062,2956,24419.59009814329
Redbridge,Becontree,0,2062,456,17587.070251334102
Redbridge,Belsize Park,0,2062,2255,20922.64478974597
Redbridge,Bermondsey,7,2062,3172,15385.910370281057
Redbridge,Bethnal Green,36,2062,4660,11440.445788334877
Redbridge,Blackfriars,4,2062,10849,15420.742266587355
Redbridge,Bond Street,26,2062,20967,18918.850826894366
Redbridge,Borough,7,2062,3254,15584.308786626942
Redbridge,Bounds Green,0,2062,778,21978.336642480546
Redbridge,Bow Road,1,2062,1193,10072.956151741259
Redbridge,Brixton,6,2062,5084,21030.93709209595
Redbridge,Bromley-by-Bow,2,2062,1613,9528.777651795615
Redbridge,Buckhurst Hill,3,2062,228,9867.371723483106
Redbridge,Burnt Oak,0,2062,649,30594.00567548938
Redbridge,Caledonian Road,1,2062,1803,18159.05938909353
Redbridge,Camden Town,3,2062,6348,18890.76670325168
Redbridge,Canada Water,18,2062,20443,14396.393449720554
Redbridge,Canary Wharf,79,2062,58772,12125.696913532205
Redbridge,Canning Town,24,2062,15428,10011.612854754178
Redbridge,Cannon Street,1,2062,4698,14512.29926431337
Redbridge,Chalk Farm,1,2062,1329,19884.543850258364
Redbridge,Chancery Lane,58,2062,15391,16127.662586033162
Redbridge,Charing Cross,4,2062,7016,17307.70788901078
Redbridge,Chigwell,3,2062,148,9448.030046938347
Redbridge,Clapham Common,2,2062,2020,21039.258920947956
Redbridge,Clapham North,1,2062,1238,20396.501429569325
Redbridge,Clapham South,1,2062,1513,22291.577153682778
Redbridge,Colindale,1,2062,2081,29287.583625795698
Redbridge,Colliers Wood,1,2062,865,26794.75830224163
Redbridge,Covent Garden,3,2062,4355,17326.086869732055
Redbridge,Dagenham Heathway,1,2062,1108,19015.2710284012
Redbridge,Debden,7,2062,865,13754.963216525744
Redbridge,Dollis Hill,0,2062,847,25051.079041000165
Redbridge,Ealing Broadway,6,2062,4846,31795.376550068504
Redbridge,Earl's Court,3,2062,6613,22914.79203278218
Redbridge,East Acton,2,2062,1505,27186.460292163083
Redbridge,East Finchley,0,2062,1253,25266.094920489315
Redbridge,East Ham,3,2062,2062,11867.692072691258
Redbridge,East Putney,1,2062,1877,27180.309371967993
Redbridge,Edgware,0,2062,772,32112.135354353024
Redbridge,Edgware Road,2,2062,6868,20149.90787694425
Redbridge,Elephant & Castle,13,2062,6427,16405.44893882976
Redbridge,Elm Park,0,2062,269,22590.28717383389
Redbridge,Embankment,8,2062,10220,16967.37706855187
Redbridge,Epping,4,2062,498,19702.558062069365
Redbridge,Euston,7,2062,16800,17517.16789307757
Redbridge,Euston Square,17,2062,8093,17668.287845914085
Redbridge,Fairlop,2,2062,182,6114.785140199153
Redbridge,Farringdon,21,2062,25592,14943.769623008542
Redbridge,Finchley Central,2,2062,1921,27636.65146576598
Redbridge,Finchley Road,0,2062,3417,22360.02464682054
Redbridge,Finsbury Park,3,2062,6769,16104.300117002731
Redbridge,Fulham Broadway,3,2062,4200,24424.943100952987
Redbridge,Gants Hill,8,2062,601,1457.7437616270238
Redbridge,Gloucester Road,2,2062,5194,22004.670818933097
Redbridge,Golders Green,1,2062,1871,24486.373801019567
Redbridge,Goodge Street,3,2062,6457,18134.68032596688
Redbridge,Grange Hill,0,2062,76,8101.117316316719
Redbridge,Great Portland Street,6,2062,6936,18288.248064173582
Redbridge,Green Park,12,2062,26754,18657.142415563852
Redbridge,Greenford,0,2062,1157,34647.59329315908
Redbridge,Gunnersbury,3,2062,4775,29014.896898728697
Redbridge,Hainault,6,2062,356,6993.4687063425745
Redbridge,Hammersmith,10,2062,18250,25313.422184064017
Redbridge,Hampstead,0,2062,2010,22100.64789383815
Redbridge,Hanger Lane,1,2062,1493,30821.2729571728
Redbridge,Harrow-on-the-Hill,0,2062,3019,32645.828815360757
Redbridge,Hatton Cross,1,2062,1219,41758.408474488206
Redbridge,Heathrow Terminal 5,0,2062,975,46626.43789591585
Redbridge,Heathrow Terminals 2 & 3,1,2062,2406,44171.159420279466
Redbridge,Hendon Central,3,2062,1878,27135.07024681257
Redbridge,High Street Kensington,6,2062,5427,23009.78960515726
Redbridge,Highbury & Islington,0,2062,25385,14046.956156562068
Redbridge,Holborn,49,2062,22346,16693.14629840992
Redbridge,Holland Park,2,2062,2063,23017.095261734055
Redbridge,Holloway Road,2,2062,1696,17543.761946115374
Redbridge,Hounslow Central,0,2062,708,37475.85112124482
Redbridge,Hounslow West,0,2062,401,38954.93481324126
Redbridge,Hyde Park Corner,1,2062,2410,19437.03171583068
Redbridge,Kennington,0,2062,1161,17245.017328054597
Redbridge,Kentish Town,1,2062,3404,20168.732346020686
Redbridge,Kilburn,0,2062,1953,22619.911729370175
Redbridge,Kilburn Park,2,2062,823,23510.55918649332
Redbridge,King's Cross St. Pancras,31,2062,33330,16628.80916621895
Redbridge,Kingsbury,1,2062,1018,31106.599551001993
Redbridge,Knightsbridge,13,2062,6821,20020.985304130587
Redbridge,Lambeth North,1,2062,1319,17299.630048251955
Redbridge,Lancaster Gate,9,2062,1820,20820.889246422805
Redbridge,Leicester Square,5,2062,8847,17691.61816881433
Redbridge,Leyton,25,2062,1447,4511.679668064167
Redbridge,Leytonstone,33,2062,1844,2847.8361077726877
Redbridge,Liverpool Street,139,2062,61122,13341.483864469483
Redbridge,London Bridge,36,2062,29930,15069.714919364997
Redbridge,Loughton,3,2062,655,11702.846126610602
Redbridge,Manor House,1,2062,1311,17220.413744223137
Redbridge,Marble Arch,13,2062,6145,19602.28706166236
Redbridge,Marylebone,3,2062,4250,19653.365835273886
Redbridge,Mile End,23,2062,3759,9448.023985845302
Redbridge,Moorgate,8,2062,24574,13775.571313071814
Redbridge,Morden,1,2062,1447,29406.472748793498
Redbridge,Mornington Crescent,3,2062,2927,18300.556490435767
Redbridge,Newbury Park,14,2062,559,3815.5008825310206
Redbridge,North Acton,3,2062,3168,28366.979608505393
Redbridge,North Greenwich,11,2062,6276,11811.555632846459
Redbridge,Northolt,0,2062,663,36466.05955350627
Redbridge,Northwick Park,1,2062,1713,31342.696957936023
Redbridge,Notting Hill Gate,8,2062,5490,22317.36179876451
Redbridge,Old Street,11,2062,15897,14629.091031816795
Redbridge,Oval,3,2062,2544,18160.175012393112
Redbridge,Oxford Circus,48,2062,44368,18364.51026160402
Redbridge,Paddington,9,2062,20198,20938.53915379003
Redbridge,Parsons Green,1,2062,2711,25127.28143238106
Redbridge,Piccadilly Circus,7,2062,13641,17879.516328758655
Redbridge,Pimlico,5,2062,5585,20314.234105566233
Redbridge,Plaistow,0,2062,1049,9246.367602678893
Redbridge,Putney Bridge,1,2062,2494,26121.74378169753
Redbridge,Queen's Park,0,2062,2167,23389.47161482401
Redbridge,Queensbury,1,2062,439,32352.594785365647
Redbridge,Queensway,6,2062,1882,21679.03886788448
Redbridge,Ravenscourt Park,0,2062,1895,26153.525102318494
Redbridge,Regent's Park,1,2062,3364,19342.56088962927
Redbridge,Richmond,2,2062,5397,32963.34108175633
Redbridge,Roding Valley,4,2062,84,8926.192510186938
Redbridge,Russell Square,6,2062,5172,17399.5806136241
Redbridge,Shepherd's Bush,18,2062,9890,23928.774683019208
Redbridge,Sloane Square,5,2062,8229,20080.11496789169
Redbridge,Snaresbrook,1,2062,512,4505.986725279686
Redbridge,South Kensington,13,2062,15325,21253.337339493126
Redbridge,South Wimbledon,2,2062,1361,27873.226438235582
Redbridge,South Woodford,7,2062,766,5821.807461347704
Redbridge,Southfields,0,2062,1351,28811.1974669585
Redbridge,Southwark,20,2062,10326,16168.064004467498
Redbridge,St. James's Park,25,2062,13339,18137.05035834392
Redbridge,St. John's Wood,4,2062,3982,21253.997602408137
Redbridge,St. Paul's,87,2062,13446,15032.511389101195
Redbridge,Stepney Green,9,2062,1879,10477.29636311602
Redbridge,Stockwell,2,2062,1623,19444.19955079417
Redbridge,Stratford,343,2062,55954,6643.022593988406
Redbridge,Swiss Cottage,2,2062,2598,22223.937895213112
Redbridge,Temple,2,2062,6780,16172.783065990607
Redbridge,Tooting Bec,1,2062,1239,24439.377176109687
Redbridge,Tooting Broadway,5,2062,4506,25514.338618455105
Redbridge,Tottenham Court Road,38,2062,19126,17490.20795597037
Redbridge,Tower Hill,14,2062,8286,13360.028599827448
Redbridge,Tufnell Park,0,2062,557,20933.33335417745
Redbridge,Upton Park,4,2062,1642,10567.446246110781
Redbridge,Uxbridge,3,2062,4316,43930.776657410664
Redbridge,Vauxhall,14,2062,16242,20951.055260303496
Redbridge,Victoria,39,2062,33251,18914.355954662842
Redbridge,Wanstead,21,2062,419,1180.385556374102
Redbridge,Warren Street,7,2062,17309,18129.289283856244
Redbridge,Warwick Avenue,1,2062,1174,21871.165093614367
Redbridge,Waterloo,39,2062,23466,16725.940992076346
Redbridge,Wembley Park,6,2062,5759,28189.827992950653
Redbridge,West Brompton,5,2062,5859,23482.181224544333
Redbridge,West Ham,2,2062,5487,8316.53210912083
Redbridge,West Hampstead,0,2062,5856,21604.29012210277
Redbridge,West Kensington,1,2062,1345,23858.857327085912
Redbridge,Westbourne Park,0,2062,1347,22845.23991254678
Redbridge,Westminster,23,2062,15466,17576.301018437145
Redbridge,White City,8,2062,5966,25229.27577627867
Redbridge,Whitechapel,84,2062,17633,11557.46054661054
Redbridge,Willesden Green,0,2062,830,23804.96965920723
Redbridge,Willesden Junction,0,2062,4165,25827.489257577356
Redbridge,Wimbledon,1,2062,6295,31826.75950153028
Redbridge,Wood Green,1,2062,2146,20472.898728075044
Redbridge,Woodford,5,2062,706,7533.762377360722
Regent's Park,Acton Town,1,371,2202,12892.935643492066
Regent's Park,Aldgate East,0,371,7932,6838.538769076156
Regent's Park,Alperton,0,371,741,17866.02358702415
Regent's Park,Amersham,0,371,256,39360.63890642078
Regent's Park,Angel,0,371,8103,4462.117113626069
Regent's Park,Arnos Grove,0,371,748,14599.53704624161
Regent's Park,Baker Street,1,371,14973,795.5400496348876
Regent's Park,Balham,0,371,3814,10950.291229510063
Regent's Park,Bank and Monument,8,371,78549,5159.574341409851
Regent's Park,Barbican,0,371,9134,5600.70677419503
Regent's Park,Barking,0,371,7004,18733.342773095414
Regent's Park,Barkingside,0,371,262,24288.616193816444
Regent's Park,Barons Court,2,371,2956,7819.528069032836
Regent's Park,Bayswater,0,371,615,4517.832744701005
Regent's Park,Becontree,0,371,456,22027.795158792604
Regent's Park,Bermondsey,1,371,3172,7470.2848171875885
Regent's Park,Bethnal Green,0,371,4660,8409.36902706597
Regent's Park,Blackfriars,6,371,10849,4400.654764595176
Regent's Park,Blackhorse Road,0,371,2955,13344.89131917606
Regent's Park,Bond Street,1,371,20967,1532.3911933155923
Regent's Park,Borough,0,371,3254,5897.052146027363
Regent's Park,Boston Manor,0,371,892,16404.67229344689
Regent's Park,Bounds Green,0,371,778,13245.29455586537
Regent's Park,Bow Road,0,371,1193,10536.24156454268
Regent's Park,Brixton,3,371,5084,8517.016567106924
Regent's Park,Bromley-by-Bow,0,371,1613,11545.011473904548
Regent's Park,Buckhurst Hill,0,371,228,23514.260397567003
Regent's Park,Caledonian Road,0,371,1803,5316.498758296753
Regent's Park,Camden Town,0,371,6348,4113.485275391083
Regent's Park,Canada Water,3,371,20443,8459.801737748092
Regent's Park,Canary Wharf,10,371,58772,10546.99676920485
Regent's Park,Canning Town,1,371,15428,12594.794252146787
Regent's Park,Cannon Street,2,371,4698,5309.097766869161
Regent's Park,Canons Park,0,371,526,17452.62536005809
Regent's Park,Chalfont & Latimer,0,371,554,35974.978759064354
Regent's Park,Chancery Lane,3,371,15391,3214.898303596106
Regent's Park,Charing Cross,25,371,7016,2513.689142171751
Regent's Park,Chiswick Park,0,371,1517,11620.76640116404
Regent's Park,Chorleywood,0,371,702,32462.125467606616
Regent's Park,Clapham Common,0,371,2020,8525.33839595893
Regent's Park,Clapham North,0,371,1238,7882.580904580299
Regent's Park,Clapham South,0,371,1513,9777.656628693752
Regent's Park,Cockfosters,0,371,262,19788.308833371724
Regent's Park,Colindale,0,371,2081,14510.302197935102
Regent's Park,Colliers Wood,0,371,865,14280.837777252602
Regent's Park,Covent Garden,1,371,4355,2682.103407275966
Regent's Park,Dagenham East,0,371,649,24735.223724909272
Regent's Park,Dagenham Heathway,0,371,1108,23455.995935859697
Regent's Park,Debden,0,371,865,27401.851890609643
Regent's Park,Dollis Hill,0,371,847,8532.700740564811
Regent's Park,Ealing Broadway,0,371,4846,14408.916916489732
Regent's Park,Ealing Common,0,371,915,13919.558472629826
Regent's Park,Earl's Court,1,371,6613,6314.730003671728
Regent's Park,East Acton,0,371,1505,9800.000658584311
Regent's Park,East Ham,0,371,2062,16308.41698014976
Regent's Park,East Putney,0,371,1877,10580.24734285754
Regent's Park,Eastcote,0,371,364,20477.887551538504
Regent's Park,Edgware Road,2,371,6868,1830.3804170994172
Regent's Park,Elephant & Castle,15,371,6427,5197.091602625536
Regent's Park,Elm Park,0,371,269,27031.01208129239
Regent's Park,Embankment,11,371,10220,2854.019962630663
Regent's Park,Epping,0,371,498,33349.446736153266
Regent's Park,Euston,0,371,16800,2739.8864652169736
Regent's Park,Farringdon,0,371,25592,5139.796830453413
Regent's Park,Finchley Central,0,371,1921,12859.37003790538
Regent's Park,Finchley Road,1,371,3417,4330.17729694965
Regent's Park,Finsbury Park,0,371,6769,7371.258030387556
Regent's Park,Fulham Broadway,0,371,4200,7824.881071842536
Regent's Park,Gants Hill,0,371,601,20800.304651256298
Regent's Park,Gloucester Road,3,371,5194,5404.6087898226415
Regent's Park,Green Park,5,371,26754,1988.6171032828083
Regent's Park,Greenford,0,371,1157,17261.133659580308
Regent's Park,Gunnersbury,0,371,4775,12217.71141805607
Regent's Park,Hainault,0,371,356,26336.02959597185
Regent's Park,Hammersmith,0,371,18250,8516.23670339139
Regent's Park,Hanger Lane,0,371,1493,13434.81332359403
Regent's Park,Harlesden,1,371,1668,9881.970417614448
Regent's Park,Harrow & Wealdstone,0,371,1335,18546.560500981355
Regent's Park,Harrow-on-the-Hill,0,371,3019,16052.552046856055
Regent's Park,Hatton Cross,2,371,1219,24961.222993815565
Regent's Park,Heathrow Terminal 5,0,371,975,29829.25241524321
Regent's Park,Heathrow Terminals 2 & 3,0,371,2406,27373.973939606825
Regent's Park,Hendon Central,0,371,1878,12357.788818951974
Regent's Park,High Street Kensington,2,371,5427,5891.547700179863
Regent's Park,Highbury & Islington,1,371,25385,5863.651402552538
Regent's Park,Holborn,8,371,22346,2649.4145912193485
Regent's Park,Holland Park,0,371,2063,5630.63562815528
Regent's Park,Holloway Road,0,371,1696,5931.796201274912
Regent's Park,Hounslow Central,0,371,708,20678.665640572188
Regent's Park,Hounslow East,2,371,843,19932.98125715127
Regent's Park,Hounslow West,0,371,401,22157.749332568626
Regent's Park,Hyde Park Corner,0,371,2410,2768.5064035496357
Regent's Park,Kennington,1,371,1161,5387.880780753698
Regent's Park,Kensal Green,0,371,472,7385.488338610115
Regent's Park,Kenton,0,371,768,16765.888505100032
Regent's Park,Kew Gardens,0,371,792,13997.992337004063
Regent's Park,Kilburn,0,371,1953,6101.53342893482
Regent's Park,Kilburn Park,3,371,823,5191.031726648486
Regent's Park,King's Cross St. Pancras,0,371,33330,3281.798392895653
Regent's Park,Kingsbury,0,371,1018,14513.322782497295
Regent's Park,Knightsbridge,5,371,6821,3352.459991849544
Regent's Park,Lambeth North,7,371,1319,4201.371320321926
Regent's Park,Lancaster Gate,0,371,1820,3434.42961284403
Regent's Park,Leicester Square,0,371,8847,2316.5721081936917
Regent's Park,Leyton,0,371,1447,14830.881221565103
Regent's Park,Leytonstone,0,371,1844,16494.724781856585
Regent's Park,Liverpool Street,2,371,61122,6001.077025159786
Regent's Park,London Bridge,6,371,29930,5382.458278765417
Regent's Park,Loughton,0,371,655,25349.7348006945
Regent's Park,Maida Vale,6,371,949,4339.250203720719
Regent's Park,Manor House,0,371,1311,8487.371657607962
Regent's Park,Mansion House,7,371,7815,5060.919060718314
Regent's Park,Marble Arch,1,371,6145,2215.8274280835853
Regent's Park,Marylebone,7,371,4250,1333.8383754290544
Regent's Park,Mile End,0,371,3759,9911.309398646725
Regent's Park,Moor Park,0,371,550,25513.5527690465
Regent's Park,Moorgate,0,371,24574,5936.403802839635
Regent's Park,Morden,1,371,1447,16892.552223804472
Regent's Park,Neasden,0,371,732,9318.283754319526
Regent's Park,Newbury Park,0,371,559,23158.061772160294
Regent's Park,North Acton,0,371,3168,10980.519974926621
Regent's Park,North Greenwich,1,371,6276,12376.780060234432
Regent's Park,North Harrow,0,371,190,18032.180769338007
Regent's Park,North Wembley,0,371,365,14443.174103729409
Regent's Park,Northfields,0,371,864,15473.820148202898
Regent's Park,Northolt,0,371,663,19079.599919927492
Regent's Park,Northwick Park,0,371,1713,14749.420189431321
Regent's Park,Notting Hill Gate,1,371,5490,4930.902165185733
Regent's Park,Oakwood,0,371,423,18444.330486971143
Regent's Park,Old Street,0,371,15897,5982.771873915427
Regent's Park,Osterley,0,371,521,18965.486584708033
Regent's Park,Oval,0,371,2544,6303.038465092214
Regent's Park,Oxford Circus,6,371,44368,978.0506280252478
Regent's Park,Paddington,26,371,20198,2619.011693945196
Regent's Park,Park Royal,0,371,1552,15943.625377392475
Regent's Park,Parsons Green,0,371,2711,8527.219403270608
Regent's Park,Perivale,0,371,532,15664.698538395896
Regent's Park,Piccadilly Circus,16,371,13641,1941.8807024238772
Regent's Park,Pimlico,2,371,5585,4598.095062988279
Regent's Park,Pinner,0,371,292,19549.936180228862
Regent's Park,Plaistow,0,371,1049,13687.092510137394
Regent's Park,Preston Road,0,371,411,13016.286390209327
Regent's Park,Putney Bridge,0,371,2494,9521.681752587076
Regent's Park,Queen's Park,7,371,2167,6000.862677540597
Regent's Park,Queensbury,0,371,439,15759.318016860949
Regent's Park,Queensway,0,371,1882,4292.579234305703
Regent's Park,Ravenscourt Park,0,371,1895,9356.33962164587
Regent's Park,Rayners Lane,0,371,426,18658.533173620694
Regent's Park,Redbridge,0,371,198,19342.560889629272
Regent's Park,Richmond,0,371,5397,16166.1556010837
Regent's Park,Rickmansworth,0,371,937,28910.77222704276
Regent's Park,Ruislip Gardens,0,371,167,22289.476166794306
Regent's Park,Russell Square,0,371,5172,3355.8489064335286
Regent's Park,Seven Sisters,0,371,10191,10777.146420416466
Regent's Park,Shepherd's Bush,0,371,9890,6542.315049440434
Regent's Park,Shepherd's Bush Market,0,371,416,7071.357945658819
Regent's Park,Sloane Square,2,371,8229,4363.975925313736
Regent's Park,Snaresbrook,0,371,512,18152.875399363584
Regent's Park,South Ealing,0,371,670,15020.87485752606
Regent's Park,South Kensington,14,371,15325,4653.275310382672
Regent's Park,South Kenton,0,371,261,15378.919273816262
Regent's Park,South Ruislip,0,371,289,21403.590440637934
Regent's Park,South Wimbledon,0,371,1361,15359.305913246555
Regent's Park,South Woodford,0,371,766,19468.6961354316
Regent's Park,Southfields,0,371,1351,12211.135437848048
Regent's Park,Southgate,0,371,874,16578.685632854937
Regent's Park,Southwark,2,371,10326,4284.109193662915
Regent's Park,St. James's Park,4,371,13339,3973.1466377957568
Regent's Park,St. John's Wood,3,371,3982,2934.470142563307
Regent's Park,St. Paul's,5,371,13446,4310.049500528073
Regent's Park,Stamford Brook,0,371,784,10065.629175815546
Regent's Park,Stanmore,0,371,983,18872.294836303743
Regent's Park,Stepney Green,0,371,1879,8882.037021376007
Regent's Park,Stockwell,0,371,1623,6930.279025805143
Regent's Park,Stonebridge Park,0,371,729,11376.91919428048
Regent's Park,Stratford,2,371,55954,12699.538295640865
Regent's Park,Sudbury Hill,0,371,277,21143.437484360813
Regent's Park,Swiss Cottage,3,371,2598,3904.410435368282
Regent's Park,Temple,7,371,6780,3648.6139651919248
Regent's Park,Tooting Bec,0,371,1239,11925.456651120661
Regent's Park,Tooting Broadway,2,371,4506,13000.41809346608
Regent's Park,Tottenham Court Road,1,371,19126,1852.3529336588967
Regent's Park,Tottenham Hale,0,371,3239,11930.685588295733
Regent's Park,Totteridge & Whetstone,0,371,287,16519.737029709573
Regent's Park,Tower Hill,2,371,8286,5999.304784664579
Regent's Park,Turnham Green,0,371,1515,10670.393420140417
Regent's Park,Turnpike Lane,0,371,992,10809.031016056702
Regent's Park,Upminster,0,371,1132,31113.05140697892
Regent's Park,Upney,0,371,485,20100.63825464477
Regent's Park,Upton Park,0,371,1642,15008.171153569283
Regent's Park,Uxbridge,0,371,4316,27337.499888905957
Regent's Park,Vauxhall,11,371,16242,5423.4233162958135
Regent's Park,Victoria,37,371,33251,3198.2169120848885
Regent's Park,Walthamstow Central,0,371,5271,14903.95506287863
Regent's Park,Wanstead,0,371,419,18162.17533325517
Regent's Park,Warren Street,0,371,17309,2127.7650744383022
Regent's Park,Warwick Avenue,9,371,1174,3551.6376337695356
Regent's Park,Waterloo,34,371,23466,3627.682264146316
Regent's Park,Wembley Central,0,371,1327,13095.017661248938
Regent's Park,Wembley Park,0,371,5759,11596.551224445953
Regent's Park,West Acton,0,371,488,12792.01474966915
Regent's Park,West Brompton,0,371,5859,6882.11919543388
Regent's Park,West Ham,0,371,5487,12757.257016579333
Regent's Park,West Hampstead,1,371,5856,5085.911821667418
Regent's Park,West Kensington,0,371,1345,7258.795297975457
Regent's Park,West Ruislip,0,371,194,24413.869363280646
Regent's Park,Westbourne Park,0,371,1347,4525.712452701946
Regent's Park,Westminster,2,371,15466,3412.3972978889824
Regent's Park,White City,0,371,5966,7842.816142699899
Regent's Park,Whitechapel,0,371,17633,7801.872837881488
Regent's Park,Willesden Green,0,371,830,7286.591358771872
Regent's Park,Willesden Junction,3,371,4165,8737.737225980829
Regent's Park,Wimbledon,0,371,6295,15226.697472419826
Regent's Park,Wimbledon Park,0,371,596,13570.785207830539
Regent's Park,Wood Green,0,371,2146,11739.856641459868
Regent's Park,Woodford,0,371,706,21180.65105144462
Richmond,Acton Central,133,5157,750,6117.810833055264
Richmond,Acton Town,8,5157,2202,7718.304404294932
Richmond,Aldgate,1,5157,7782,20217.271773915192
Richmond,Aldgate East,46,5157,7932,20459.318961203207
Richmond,Alperton,5,5157,741,12691.392347827015
Richmond,Angel,8,5157,8103,19037.192615439995
Richmond,Archway,0,5157,2193,21556.765834798727
Richmond,Arnos Grove,0,5157,748,29174.61254805553
Richmond,Arsenal,1,5157,315,21173.58083897336
Richmond,Baker Street,5,5157,14973,15370.615551448813
Richmond,Bank and Monument,162,5157,78549,18780.3545335369
Richmond,Barbican,3,5157,9134,20175.78227600895
Richmond,Barking,3,5157,7004,32354.12296522247
Richmond,Barkingside,0,5157,262,37909.396385943495
Richmond,Barons Court,43,5157,2956,8543.750983613036
Richmond,Bayswater,10,5157,615,13060.102936249898
Richmond,Becontree,0,5157,456,35648.57535091965
Richmond,Bermondsey,0,5157,3172,20080.002642721247
Richmond,Bethnal Green,1,5157,4660,22030.149219193023
Richmond,Blackfriars,72,5157,10849,17611.062098339557
Richmond,Blackhorse Road,0,5157,2955,25167.831327483058
Richmond,Bond Street,8,5157,20967,15523.574262523505
Richmond,Borough,0,5157,3254,18506.76997156102
Richmond,Boston Manor,1,5157,892,11230.041054249754
Richmond,Bounds Green,0,5157,778,27820.37005767929
Richmond,Bow Road,0,5157,1193,24157.021756669736
Richmond,Brent Cross,0,5157,450,25631.35927307333
Richmond,Brixton,0,5157,5084,19367.78478211552
Richmond,Brockley,0,5157,468,24929.884036002633
Richmond,Bromley-by-Bow,1,5157,1613,25165.791666031604
Richmond,Brondesbury,31,5157,712,12557.244354502178
Richmond,Brondesbury Park,48,5157,895,11815.055682660632
Richmond,Buckhurst Hill,0,5157,228,37135.04058969406
Richmond,Burnt Oak,0,5157,649,30223.90204422416
Richmond,Bush Hill Park,0,5157,176,32208.297335663956
Richmond,Bushey,4,5157,456,26395.484553396826
Richmond,Caledonian Road,3,5157,1803,19891.574260110676
Richmond,Caledonian Road & Barnsbury,26,5157,1668,20150.209530384825
Richmond,Camden Road,72,5157,3784,18385.63123989756
Richmond,Camden Town,0,5157,6348,18520.66307198646
Richmond,Canada Water,0,5157,20443,21069.51956328175
Richmond,Canary Wharf,5,5157,58772,23671.385839774917
Richmond,Canning Town,0,5157,15428,26215.57444427384
Richmond,Cannon Street,32,5157,4698,18519.505100613544
Richmond,Canonbury,5,5157,846,21419.83667246669
Richmond,Canons Park,0,5157,526,25848.087596342182
Richmond,Carpenders Park,2,5157,340,24432.50608786438
Richmond,Chalfont & Latimer,0,5157,554,41788.23644930663
Richmond,Chalk Farm,0,5157,1329,19514.440218993142
Richmond,Chancery Lane,4,5157,15391,17090.935024719238
Richmond,Charing Cross,0,5157,7016,15724.096475916132
Richmond,Cheshunt,0,5157,116,39848.165852382044
Richmond,Chingford,0,5157,237,33533.61164752762
Richmond,Chiswick Park,0,5157,1517,6446.135161966907
Richmond,Clapham Common,0,5157,2020,19376.106610967523
Richmond,Clapham North,0,5157,1238,18733.349119588893
Richmond,Clapham South,0,5157,1513,20628.424843702345
Richmond,Clapton,0,5157,427,26260.56761868517
Richmond,Cockfosters,0,5157,262,34363.38433518565
Richmond,Colindale,0,5157,2081,28917.479994530477
Richmond,Colliers Wood,0,5157,865,25131.605992261197
Richmond,Covent Garden,8,5157,4355,15892.510741020347
Richmond,Crouch Hill,3,5157,404,19511.348510942065
Richmond,Dagenham East,0,5157,649,38356.00391703632
Richmond,Dagenham Heathway,0,5157,1108,37076.77612798675
Richmond,Dalston Junction,0,5157,1289,22783.70531880567
Richmond,Dalston Kingsland,20,5157,2091,22601.01501341972
Richmond,Debden,0,5157,865,41022.632082736694
Richmond,Dollis Hill,0,5157,847,16853.26450877956
Richmond,Ealing Broadway,39,5157,4846,10310.22431638699
Richmond,Ealing Common,4,5157,915,8744.927233432692
Richmond,Earl's Court,139,5157,6613,10048.549048974144
Richmond,East Acton,0,5157,1505,14919.14057429241
Richmond,East Finchley,0,5157,1253,24895.991289224094
Richmond,East Ham,0,5157,2062,29929.197172276814
Richmond,Eastcote,1,5157,364,21079.182988251505
Richmond,Edgware,0,5157,772,31742.031723087803
Richmond,Edgware Road,24,5157,6868,14335.775183984282
Richmond,Edmonton Green,0,5157,783,30296.291893118978
Richmond,Elephant & Castle,0,5157,6427,17806.809428159195
Richmond,Elm Park,0,5157,269,40651.79227341944
Richmond,Embankment,21,5157,10220,16064.427296375045
Richmond,Enfield Town,0,5157,749,33615.16335844316
Richmond,Epping,0,5157,498,46970.22692828032
Richmond,Euston,13,5157,16800,17147.06426181235
Richmond,Euston Square,1,5157,8093,16817.395215014447
Richmond,Farringdon,3,5157,25592,19714.872332267336
Richmond,Finchley Central,0,5157,1921,27266.547834500758
Richmond,Finchley Road,0,5157,3417,14162.21011459994
Richmond,Finchley Road & Frognal,65,5157,1529,14037.133119492863
Richmond,Finsbury Park,2,5157,6769,21946.333532201475
Richmond,Fulham Broadway,20,5157,4200,11558.700117144954
Richmond,Gants Hill,0,5157,601,34421.08484338335
Richmond,Gloucester Road,65,5157,5194,10958.67026282323
